job_id,country,original_title,normalized_title,company,location,category,sub_category,role_type,salary_raw,salary_min,salary_max,currency,salary_period,posting_date,source_name,reliability,limitation
270925005267,India,HR Recruiter | Regional Recruiter | Jaipur,,TVS Credit Services Ltd,Jaipur,Human Resources,Recruitment / HR,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
270925004781,India,MEP Billing Engineer (Jaipur),,Pacific Development Corporation,Jaipur,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
270925004697,India,"JOB For MALE |Fraud Prevention Credit card || Poonamallee, Porur",,Manpowergroup Services India,Chennai(Poonamallee +1),Other,Other / General,,3-4.5 Lacs PA,3.0,450000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (3-4.5 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270925004651,India,Pole Deployment Engineer (Off Role),,Indus Towers,"Panipat, Sirsa, Hisar",Other,Other / General,,2-4.5 Lacs PA,2.0,450000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (2-4.5 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270925000122,India,"Senior Engineer-Mechanical (Planning/Billing), Varanasi, UP",,ALP Talent Solutions,Varanasi,Engineering,Engineering,,6-9 Lacs PA,6.0,900000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (6-9 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270925000101,India,"Design Engineer-Mechanical/Civil (Fabrication Drawing), Varanasi, UP",,ALP Talent Solutions,Varanasi,Engineering,Engineering,,4.5-6 Lacs PA,4.5,600000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (4.5-6 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270925000088,India,"Design Manager-Mechanical/Civil (Fabrication Drawing) For Varanasi, UP",,ALP Talent Solutions,Varanasi,Engineering,Engineering,,6-12 Lacs PA,6.0,1200000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (6-12 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270924016565,India,Cardiologist For Nalgonda & Vijayawada,,Kamineni Hospitals,"Vijayawada, Nalgonda",Other,Other / General,,2-4.75 Lacs PA,2.0,475000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (2-4.75 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270825021863,India,International Voice Process || Customer Care & Upselling (UK Shift),,Cogenthub,Gurugram,Other,Other / General,,4.75-5 Lacs PA,4.75,500000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (4.75-5 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270825005762,India,Assistant Manager- Bakery,,Bunge,Nellore,Other,Other / General,,10-13 Lacs PA,10.0,1300000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (10-13 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
270525026436,India,Walk In Drive @Noida | Quality Analyst | TELUS Digital,,TELUS International,Noida,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
270525001120,India,4LPA CTC For Email Chat Backend & Non Voice Process For Kolkata,,Human Before Resource,"Kolkata, Rajarhat, Newtown",IT & Technology,Software Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
270225007394,India,Embryologist,,Ang Placement And Staffing Solutions,"Jalandhar, Noida, Gurugram",Other,Other / General,,7-11 Lacs PA,7.0,1100000.0,INR,annual,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — Salary explicitly stated as advertised range; final pay may vary.,"Salary range (7-11 Lacs PA) is advertised, not verified final compensation. Listing date and employment type omitted in source."
260925923439,India,Billing Engineer,,Vedanta Enterprises,"Ahmedabad, Shilaj",Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925914626,India,ATM Implementation - Software Engineer / Senior Software Engineer,,Euronet Services India,Thane,IT & Technology,Software Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925914625,India,Software Engineer Implementation,,Euronet Services India,Thane,IT & Technology,Software Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504548,India,Relationship Manager - Key Partnership Group,,Tata AIG General Insurance Company,Jodhpur,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504547,India,Deputy Manager - Health Claims,,Tata AIG General Insurance Company,Kolkata,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504385,India,Manager - Production,,Caterpillar Inc,Aurangabad,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504384,India,FGW Product Manager,,Caterpillar Inc,Aurangabad,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504383,India,Engineer Design (Engine Core Components),,Caterpillar Inc,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504382,India,Engineer - Design (Engine Installation & Cooling),,Caterpillar Inc,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504381,India,Embedded Software Engineering Specialist,,Caterpillar Inc,Chennai,IT & Technology,Software Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504380,India,Design Engineer (Engine Installation & Cooling),,Caterpillar Inc,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504379,India,Design Engineer - Configuration,,Caterpillar Inc,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504377,India,Customer Services Consultant,,Caterpillar Inc,Chennai,Customer Service,Customer Support / BPO,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504376,India,Associate Engineer- Structural Design (Mining Trucks),,Caterpillar Inc,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504173,India,AVP,,Barclays,Chennai,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504172,India,Assistant Manager - Risk Utility,,Barclays,Noida,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504146,India,Senior Decision Analyst- Marketing Measurement AVP,,Barclays,"Noida, Gurugram",Sales & Marketing,Marketing,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925504131,India,Legal Officer - Asia,,World Bank,Chennai,Legal,Legal,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503843,India,Regional Business Manager,,NOVARTIS,Chandigarh,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503831,India,Branch:Branch Relationship Officer,,Axis Bank,Alipurduar,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503827,India,RB-LS: Business Development Associate,,Axis Bank,Surat,Sales & Marketing,Sales / Business Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503826,India,RB-LS: Business Development Associate,,Axis Bank,Patna,Sales & Marketing,Sales / Business Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503825,India,RB-LS: Business Development Associate,,Axis Bank,Jamshedpur,Sales & Marketing,Sales / Business Development,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
260925503824,India,Branch:Gold Loan Officer,,Axis Bank,Kothagudem,Other,Other / General,,Not disclosed,,,,,,Indian Job Market Dataset 2025 (uploaded source dataset),Moderate — High title and location fidelity; suitable for exploratory descriptive and NLP analysis.,Salary undisclosed (68% dataset non-disclosure). Listing date and employment role type not provided in source data.
74630583,Malaysia,Procurement Executive (Contract),,Coca-Cola Bottlers (Malaysia) Sdn Bhd,Negeri Sembilan,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Procurement Executive (Contract) role in Negeri Sembilan; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Procurement Executive (Contract) entry and should not be used to estimate the prevalence of Purchasing, Procurement & Inventory roles in Negeri Sembilan. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74679363,Malaysia,Purchasing Executive,,Magnet Security & Automation Sdn. Bhd.,Hulu Langat,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",,"RM 2,800 – RM 3,500 per month",2800.0,3500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Purchasing Executive role in Hulu Langat; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Purchasing Executive entry and should not be used to estimate the prevalence of Purchasing, Procurement & Inventory roles in Hulu Langat. The record includes the reported salary range (RM 2,800 – RM 3,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74661023,Malaysia,Accounts Executive,,HPMT Industries Sdn Bhd,Shah Alam/Subang,Accounting,Financial Accounting & Reporting,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accounts Executive role in Shah Alam/Subang; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accounts Executive entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in Shah Alam/Subang. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74662794,Malaysia,Accounts Assistant (AP),,KLK OLEO,Selangor,Accounting,Accounts Payable,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accounts Assistant (AP) role in Selangor; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accounts Assistant (AP) entry and should not be used to estimate the prevalence of Accounts Payable roles in Selangor. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74602737,Malaysia,Admin Assistant,,Lein Hing Holdings Sdn Bhd,Kuala Lumpur,Administration & Office Support,Administrative Assistants,,"RM 2,000 – RM 3,000 per month",2000.0,3000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Admin Assistant role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Admin Assistant entry and should not be used to estimate the prevalence of Administrative Assistants roles in Kuala Lumpur. The record includes the reported salary range (RM 2,000 – RM 3,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74677668,Malaysia,Clerical Assistant (Educational Centre),,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,Bangsar South,Administration & Office Support,Administrative Assistants,,"RM 3,000 – RM 3,200 per month",3000.0,3200.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Clerical Assistant (Educational Centre) role in Bangsar South; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Clerical Assistant (Educational Centre) entry and should not be used to estimate the prevalence of Administrative Assistants roles in Bangsar South. The record includes the reported salary range (RM 3,000 – RM 3,200 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74662105,Malaysia,Finance Executive,,CapitaLand Malaysia REIT Management Sdn. Bhd.,Kuala Lumpur City Centre,Accounting,Analysis & Reporting,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Finance Executive role in Kuala Lumpur City Centre; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Finance Executive entry and should not be used to estimate the prevalence of Analysis & Reporting roles in Kuala Lumpur City Centre. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74664838,Malaysia,Purchasing Assistant,,OTC Cosmetic Industries Sdn Bhd,Kuala Selangor District,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",,"RM 1,600 – RM 2,000 per month",1600.0,2000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Purchasing Assistant role in Kuala Selangor District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Purchasing Assistant entry and should not be used to estimate the prevalence of Purchasing, Procurement & Inventory roles in Kuala Selangor District. The record includes the reported salary range (RM 1,600 – RM 2,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74676786,Malaysia,Penetration Tester,,MODE FAIR SDN BHD,Kuala Lumpur,Information & Communication Technology,Security,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Penetration Tester role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Penetration Tester entry and should not be used to estimate the prevalence of Security roles in Kuala Lumpur. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74661211,Malaysia,Accounts Executive,,Binastra Land Sdn Bhd,Bukit Jalil,Accounting,Bookkeeping & Small Practice Accounting,,"RM 3,500 – RM 4,000 per month",3500.0,4000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accounts Executive role in Bukit Jalil; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accounts Executive entry and should not be used to estimate the prevalence of Bookkeeping & Small Practice Accounting roles in Bukit Jalil. The record includes the reported salary range (RM 3,500 – RM 4,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74667994,Malaysia,Key Account Executive (Chemistry/Oil & Gas),,Chemopharm Sdn Bhd,Sarawak,Sales,Account & Relationship Management,,"RM 3,500 – RM 5,000 per month",3500.0,5000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Key Account Executive (Chemistry/Oil & Gas) role in Sarawak; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Key Account Executive (Chemistry/Oil & Gas) entry and should not be used to estimate the prevalence of Account & Relationship Management roles in Sarawak. The record includes the reported salary range (RM 3,500 – RM 5,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74673679,Malaysia,Operations Engineer,,Direct Access Solutions Sdn. Bhd.,Kuala Lumpur,Information & Communication Technology,Engineering - Software,,"RM 5,000 – RM 7,000 per month",5000.0,7000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Operations Engineer role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Operations Engineer entry and should not be used to estimate the prevalence of Engineering - Software roles in Kuala Lumpur. The record includes the reported salary range (RM 5,000 – RM 7,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74676877,Malaysia,Software QA Analyst (Manual Testing),,MODE FAIR SDN BHD,Kuala Lumpur,Information & Communication Technology,Testing & Quality Assurance,,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Software QA Analyst (Manual Testing) role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Software QA Analyst (Manual Testing) entry and should not be used to estimate the prevalence of Testing & Quality Assurance roles in Kuala Lumpur. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74597374,Malaysia,Admin Assistant,,Esteel Enterprise Sabah Sdn Bhd,Sipitang District,Administration & Office Support,Administrative Assistants,,"RM 2,000 – RM 3,000 per month",2000.0,3000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Admin Assistant role in Sipitang District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Admin Assistant entry and should not be used to estimate the prevalence of Administrative Assistants roles in Sipitang District. The record includes the reported salary range (RM 2,000 – RM 3,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
